country,vehicle,generation,generation_link,main_link,main_img,plate_number,plate_img,description,username,user_link,upload_time,likes,comments
Francia,FIAT Barchetta,"1st gen (176), 1995–2003",/gallery.php?markaavto=39&model=558&modgen=656,/fr/nomer30159406,https://img03.platesmania.com/251108/m/30159406.jpg,EV-359-LG,https://img03.platesmania.com/251108/inf/3015940632b34a.png,"A63 (64), France 05/2025",Armand,/user101389,2025-11-08 17:07:47,2,0
country,vehicle,generation,generation_link,main_link,main_img,plate_number,plate_img,description,username,user_link,upload_time,likes,comments
Francia,FIAT 500,"2nd gen (C) Cabrio (312), facelift, 2015–",/gallery.php?markaavto=39&model=553&modgen=24021,/fr/nomer30159405,https://img03.platesmania.com/251108/m/30159405.jpg,EF-523-BJ,https://img03.platesmania.com/251108/inf/301594053d3d03.png,"Spotted in Alderley Edge, United Kingdom",Nessko,/user114769,2025-11-08 17:07:33,1,0
Francia,FIAT Barchetta,"1st gen (176), 1995–2003",/gallery.php?markaavto=39&model=558&modgen=656,/fr/nomer30159392,https://img03.platesmania.com/251108/m/30159392.jpg,397 CZY 91,https://img03.platesmania.com/251108/inf/30159392b5c6ac.png,"A63 (64), France 05/2025",Armand,/user101389,2025-11-08 17:06:37,1,0
Francia,Mercedes-Benz Vito,"2nd gen (W639), 2003–2014",/gallery.php?markaavto=66&model=1162&modgen=1880,/fr/nomer30159384,https://img03.platesmania.com/251108/m/30159384.jpg,495 SD 65,https://img03.platesmania.com/251108/inf/30159384300672.png,"A63 (64), France 05/2025",Armand,/user101389,2025-11-08 17:06:14,1,0
Francia,Hyundai Ioniq 5,"1st gen (NE), 2021–",/gallery.php?markaavto=46&model=13333&modgen=11704,/fr/nomer30159377,https://img03.platesmania.com/251108/m/30159377.jpg,HC-362-KK,https://img03.platesmania.com/251108/inf/3015937789d7f0.png,"A63 (64), France 05/2025",Armand,/user101389,2025-11-08 17:05:57,0,0
Francia,Nissan X-Trail,"4th gen (T33), 2021–",/gallery.php?markaavto=72&model=1362&modgen=1897,/fr/nomer30159372,https://img03.platesmania.com/251108/m/30159372.jpg,HD-444-LH,https://img03.platesmania.com/251108/inf/30159372f627f4.png,"Geneva, Switzerland. 05.08.2025",Helvetics,/user17717,2025-11-08 17:05:42,2,0
Francia,Suzuki SV Series,"2nd gen SV650/SV650S, 2003–2012",/gallery.php?markaavto=91&model=12113&modgen=16067,/fr/nomer30159355,https://img03.platesmania.com/251108/m/30159355.jpg,AZ-344-AW,https://img03.platesmania.com/251108/inf/301593552d5b20.png,"A63 (64), France 05/2025",Armand,/user101389,2025-11-08 17:04:26,1,0
Francia,Font Vendôme,,,/fr/nomer30159349,https://img03.platesmania.com/251108/m/30159349.jpg,FZ-648-EV,https://img03.platesmania.com/251108/inf/301593499dc798.png,2025-11-08 17:04:06,Armand,/user101389,2025-11-08 17:04:06,0,0
Francia,Toyota Yaris,"4th gen 5-door Hatch (XP210), 2020–",/gallery.php?markaavto=93&model=1847&modgen=853,/fr/nomer30159318,https://img03.platesmania.com/251108/m/30159318.jpg,GQ-726-AA,https://img03.platesmania.com/251108/inf/30159318ca7226.png,"A63 (64), France 05/2025",Armand,/user101389,2025-11-08 17:02:05,0,0
Francia,Facel Vega FV/FVS/HK500,,,/fr/nomer30159312,https://img03.platesmania.com/251108/m/30159312.jpg,FQ-277-ND,https://img03.platesmania.com/251108/inf/30159312c52b38.png,2025-11-08 17:01:47,Armand,/user101389,2025-11-08 17:01:47,0,0
Francia,Peugeot 5008,"3rd gen (P67 / E-5008), 2024–",/gallery.php?markaavto=75&model=5370&modgen=20803,/fr/nomer30159298,https://img03.platesmania.com/251108/m/30159298.jpg,HB-059-JZ,https://img03.platesmania.com/251108/inf/30159298fc0737.png,"A63 (64), France 05/2025",Armand,/user101389,2025-11-08 17:01:08,0,0
country,vehicle,generation,generation_link,main_link,main_img,plate_number,plate_img,description,username,user_link,upload_time,likes,comments
Francia,Tesla Model 3,"1st gen (5YJ3), facelift, 2023–",/gallery.php?markaavto=269&model=9472&modgen=14793,/fr/nomer30159292,https://img03.platesmania.com/251108/m/30159292.jpg,GZ-979-VF,https://img03.platesmania.com/251108/inf/3015929245d669.png,"A63 (64), France 05/2025",Armand,/user101389,2025-11-08 17:00:54,0,0
Francia,Nissan Qashqai,"3rd gen (J12), facelift, 2024–",/gallery.php?markaavto=72&model=1336&modgen=19037,/fr/nomer30159289,https://img03.platesmania.com/251108/m/30159289.jpg,HC-551-TD,https://img03.platesmania.com/251108/inf/30159289bf1031.png,"A63 (64), France 05/2025",Armand,/user101389,2025-11-08 17:00:40,0,0
Francia,Volkswagen Golf,"7th gen Variant (5G), 2013–2020",/gallery.php?markaavto=96&model=1888&modgen=1375,/fr/nomer30159285,https://img03.platesmania.com/251108/m/30159285.jpg,U 277 CD 17,https://img03.platesmania.com/251108/inf/3015928594ac4a.png,"Paris, France 06/09/2025",Coucouplay,/user102103,2025-11-08 17:00:36,1,0
Francia,Volvo S90,"2nd gen (234), 2016–2024",/gallery.php?markaavto=97&model=1957&modgen=3242,/fr/nomer30159283,https://img03.platesmania.com/251108/m/30159283.jpg,ES-271-ZJ,https://img03.platesmania.com/251108/inf/30159283d44963.png,"A63 (64), France 05/2025",Armand,/user101389,2025-11-08 17:00:26,0,0
Francia,Tesla Model 3,"1st gen (5YJ3), 2017–2023",/gallery.php?markaavto=269&model=9472&modgen=11892,/fr/nomer30159277,https://img03.platesmania.com/251108/m/30159277.jpg,FZ-074-WX,https://img03.platesmania.com/251108/inf/3015927761a564.png,"A63 (64), France 05/2025",Armand,/user101389,2025-11-08 17:00:05,0,0
Francia,Adria Compact,,,/fr/nomer30159271,https://img03.platesmania.com/251108/m/30159271.jpg,BW-215-RE,https://img03.platesmania.com/251108/inf/30159271265688.png,2025-11-08 16:59:46,Armand,/user101389,2025-11-08 16:59:46,0,0
Francia,Audi A4,"5th gen Sedan (B9/8W2/8WC), 2015–2019",/gallery.php?markaavto=19&model=3&modgen=136,/fr/nomer30159268,https://img03.platesmania.com/251108/m/30159268.jpg,U 195 CD 4,https://img03.platesmania.com/251108/inf/30159268d67413.png,"Paris, France 06/09/2025",Coucouplay,/user102103,2025-11-08 16:59:38,1,0
Francia,Harley-Davidson FL,,,/fr/nomer30159261,https://img03.platesmania.com/251108/m/30159261.jpg,GG-899-TR,https://img03.platesmania.com/251108/inf/3015926199b1f9.png,2025-11-08 16:59:16,Armand,/user101389,2025-11-08 16:59:16,1,0
Francia,FIAT 500,"3rd gen (e) Hatch (332), 2020–",/gallery.php?markaavto=39&model=553&modgen=25974,/fr/nomer30159252,https://img03.platesmania.com/251108/m/30159252.jpg,GA-700-KW,https://img03.platesmania.com/251108/inf/3015925234db8c.png,"Paris, France 01/09/2025",Coucouplay,/user102103,2025-11-08 16:58:40,2,0
Francia,Mercedes-Benz EQV,"1st gen (W447), 2020–",/gallery.php?markaavto=66&model=11610&modgen=8038,/fr/nomer30159246,https://img03.platesmania.com/251108/m/30159246.jpg,WW-986-FM,https://img03.platesmania.com/251108/inf/30159246631c18.png,"Paris, France 01/09/2025",Coucouplay,/user102103,2025-11-08 16:58:20,1,0
