,Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Premium_Delivery
12067,rdmd496770537,31,4.7,11.010375,76.95295,11.040375,76.98295,2022-04-03,20:15:00,20:30:00,Stormy,Jam ,scooter ,Urban ,125,Home,900
12068,xrlt366638110,36,4.7,27.16185,78.040165,27.19185,78.070165,2022-02-11,22:25:00,22:35:00,Fog,Low ,van,Urban ,80,Cosmetics,600
12069,uain162655311,20,4.7,18.554382,73.798206,18.594382,73.838206,2022-03-15,12:30:00,12:45:00,Sunny,High ,scooter ,Urban ,55,Shoes,900
12070,puth085127294,28,4.5,13.081878,80.248519,13.121878,80.288519,2022-03-19,13:50:00,14:05:00,Windy,High ,motorcycle ,Metropolitian ,115,Home,900
12071,arjz700525024,21,4.9,19.221315,72.862381,19.261315,72.902381,2022-03-28,14:15:00,14:25:00,Sandstorms,High ,motorcycle ,Metropolitian ,110,Outdoors,600
12072,haqs702420475,27,4.8,22.725748,75.898497,22.805747,75.978497,2022-03-12,19:00:00,19:15:00,Stormy,Medium ,motorcycle ,Urban ,75,Shoes,900
12073,lonk830920179,29,4.6,27.161661,78.011544,27.251661,78.101544,2022-02-14,22:35:00,22:50:00,Stormy,Low ,van,Metropolitian ,55,Apparel,900
12074,xpsf603940847,21,4.6,19.121999,72.908493,19.181999,72.968493,2022-03-09,18:30:00,18:35:00,Sunny,Medium ,scooter ,Metropolitian ,80,Outdoors,300
12075,bqjj207718052,23,4.3,23.359407,85.325055,23.429407,85.395055,2022-03-10,19:50:00,20:00:00,Cloudy,Jam ,scooter ,Metropolitian ,215,Clothing,600
12076,skzj289982364,24,5.0,26.913483,75.803139,26.973483,75.863139,2022-03-21,17:40:00,17:45:00,Cloudy,Medium ,motorcycle ,Metropolitian ,140,Shoes,300
12077,feru213038048,31,4.4,12.299524,76.64262,12.349524,76.69262,2022-03-26,17:40:00,17:50:00,Windy,Medium ,van,Metropolitian ,34,Grocery,600
12078,rzjy740462800,20,4.5,12.981615,80.231598,13.051615,80.301598,2022-03-29,18:45:00,19:00:00,Cloudy,Medium ,scooter ,Urban ,140,Jewelry,900
12079,ysbx000851170,31,4.8,30.885915,75.788259,30.925915,75.828259,2022-02-15,14:40:00,14:45:00,Sandstorms,High ,motorcycle ,Metropolitian ,165,Apparel,300
12080,ufqh591501938,29,4.3,12.337928,76.617889,12.417928,76.697889,2022-03-25,21:50:00,21:55:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,190,Home,300
12081,labq641645556,35,3.7,0.0,0.0,0.08,0.08,2022-03-02,21:25:00,21:30:00,Windy,Jam ,motorcycle ,Metropolitian ,195,Kitchen,300
12082,gyvz075996660,24,4.8,22.311358,73.164798,22.401358,73.254798,2022-04-02,19:10:00,19:25:00,Stormy,Jam ,motorcycle ,Metropolitian ,140,Kitchen,900
12083,tqfw194125228,35,4.5,12.906229,77.596791,12.946229,77.636791,2022-03-09,14:50:00,15:00:00,Cloudy,High ,scooter ,Urban ,130,Snacks,600
12084,eesh831229174,38,3.6,17.431668,78.408321,17.521668,78.498321,2022-03-20,21:30:00,21:35:00,Windy,Jam ,motorcycle ,Metropolitian ,200,Toys,300
12085,wbsa245876054,33,5.0,17.438263,78.397865,17.488263,78.447865,2022-03-01,17:40:00,17:50:00,Cloudy,Medium ,motorcycle ,Metropolitian ,125,Electronics,600
12086,mdcf656769002,22,4.8,25.451646,81.832796,25.591646,81.972796,2022-02-14,19:15:00,19:20:00,Sunny,Jam ,scooter ,Metropolitian ,105,Outdoors,300
12087,slrs283000921,36,4.8,21.173343,72.792731,21.193343,72.812731,2022-03-24,10:55:00,11:00:00,Sandstorms,Low ,scooter ,Metropolitian ,140,Home,300
12088,pytx546233742,39,4.9,23.416792,85.316842,23.446792,85.346842,2022-03-15,18:45:00,18:55:00,Cloudy,Medium ,scooter ,Metropolitian ,90,Shoes,600
12089,fdpn413513187,33,4.3,11.000762,76.981876,11.020762,77.001876,2022-03-19,12:00:00,12:10:00,Stormy,High ,scooter ,Metropolitian ,160,Kitchen,600
12090,rzmc296229392,23,4.7,21.149669,72.772629,21.179669,72.802629,2022-03-07,17:15:00,17:20:00,Sunny,Medium ,motorcycle ,Other,120,Kitchen,300
12091,axqn598192406,37,4.8,22.725835,75.887648,22.775835,75.937648,2022-03-03,18:45:00,19:00:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,135,Cosmetics,900
12092,nnwb188302282,30,4.9,23.369746,85.33982,23.479746,85.44982,2022-03-16,19:25:00,19:30:00,Fog,Jam ,motorcycle ,Metropolitian ,260,Home,300
12093,qulx255332724,27,4.6,11.022477,76.995667,11.132477,77.105667,2022-03-08,19:35:00,19:50:00,Cloudy,Jam ,motorcycle ,Metropolitian ,230,Outdoors,900
12094,pdug115375092,33,3.4,19.103249,72.846749,19.213249,72.956749,2022-03-31,22:25:00,22:35:00,Sunny,Low ,motorcycle ,Metropolitian ,170,Electronics,600
12095,nmtw900506155,36,5.0,22.761226,75.887522,22.851226,75.977522,2022-04-06,22:20:00,22:35:00,Fog,Low ,scooter ,Metropolitian ,27,Grocery,900
12096,agey154584187,37,4.8,0.0,0.0,0.06,0.06,2022-03-11,21:25:00,21:30:00,Stormy,Jam ,motorcycle ,Urban ,195,Outdoors,300
12097,kmia659687890,27,4.9,23.416792,85.316842,23.436792,85.336842,2022-03-28,11:25:00,11:30:00,Sunny,High ,motorcycle ,Metropolitian ,85,Electronics,300
12098,drqc295846164,35,4.7,23.353783,85.326967,23.433783,85.406967,2022-03-29,20:40:00,20:45:00,Fog,Jam ,motorcycle ,Metropolitian ,215,Toys,300
12099,etai981615902,22,4.1,17.411028,78.329645,17.421028,78.339645,2022-03-11,09:10:00,09:15:00,Sandstorms,Low ,motorcycle ,Metropolitian ,130,Kitchen,300
12100,tkrf279363605,33,4.0,12.98041,77.640489,13.07041,77.730489,2022-03-02,18:25:00,18:40:00,Cloudy,Medium ,scooter ,Metropolitian ,170,Shoes,900
12101,dclp804261188,26,4.7,12.297954,76.665169,12.427954,76.795169,2022-03-06,23:00:00,23:10:00,Sandstorms,Low ,motorcycle ,Metropolitian ,23,Grocery,600
12102,qtal326488688,39,3.8,11.016298,76.972076,11.086298,77.042076,2022-03-18,21:35:00,21:40:00,Sandstorms,Jam ,scooter ,Metropolitian ,200,Snacks,300
12103,hvlg966556995,20,4.9,11.001753,76.986241,11.051753,77.036241,2022-03-17,18:10:00,18:20:00,Fog,Medium ,motorcycle ,Metropolitian ,80,Shoes,600
12104,xtly050507259,38,4.8,0.0,0.0,0.01,0.01,2022-03-05,11:45:00,12:00:00,Stormy,High ,motorcycle ,Metropolitian ,150,Electronics,900
12105,vlhr173302719,27,2.5,13.064181,80.236442,13.174181,80.346442,2022-03-23,23:00:00,23:10:00,Sunny,Low ,scooter ,Metropolitian ,195,Clothing,600
12106,tthv481566492,28,4.5,21.185047,72.80859,21.265047,72.88859,2022-03-10,22:25:00,22:30:00,Sandstorms,Low ,scooter ,Metropolitian ,17,Grocery,300
12107,wntz917385247,36,4.2,23.359194,85.325447,23.389194,85.355447,2022-03-07,21:50:00,21:55:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,175,Books,300
12108,klzr299958824,35,4.9,21.173493,72.801953,21.243493,72.871953,2022-03-18,22:10:00,22:25:00,Windy,Low ,scooter ,Metropolitian ,130,Electronics,900
12109,cedh107153946,22,4.7,17.433809,78.386744,17.513809,78.466744,2022-03-18,20:10:00,20:25:00,Sandstorms,Jam ,van,Other,115,Apparel,900
12110,wvkt151436508,21,4.8,27.159795,78.04299,27.269795,78.15299,2022-02-18,17:15:00,17:25:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,150,Skincare,600
12111,qbpb367281532,29,4.8,12.972532,77.608179,13.042532,77.678179,2022-03-20,21:10:00,21:20:00,Windy,Jam ,motorcycle ,Urban ,90,Cosmetics,600
12112,ogor595299310,28,4.6,19.120083,72.907385,19.230083,73.017385,2022-03-02,18:40:00,18:50:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,140,Home,600
12113,utpf143880537,31,4.3,0.0,0.0,0.07,0.07,2022-03-31,21:20:00,21:35:00,Fog,Jam ,motorcycle ,Metropolitian ,190,Shoes,900
12114,avmv176051377,32,4.9,11.025083,77.015393,11.075083,77.065393,2022-03-17,23:45:00,00:00:00,Fog,Low ,scooter ,Metropolitian ,90,Books,900
12115,wugl942320871,24,4.6,25.451517,81.832616,25.591517,81.972616,2022-02-18,19:30:00,19:45:00,Stormy,Jam ,van,Metropolitian ,140,Snacks,900
12116,rzkc987910743,34,4.6,22.311603,73.165012,22.361603,73.215012,2022-03-01,17:30:00,17:40:00,Cloudy,Medium ,scooter ,Urban ,85,Snacks,600
12117,qqjt841579461,26,5.0,17.455894,78.375467,17.465894,78.385467,2022-03-24,10:55:00,11:10:00,Cloudy,Low ,motorcycle ,Urban ,70,Kitchen,900
12118,qoao140868612,28,4.8,19.091458,72.827808,19.201458,72.937808,2022-03-29,18:20:00,18:25:00,Cloudy,Medium ,scooter ,Urban ,125,Toys,300
12119,vsgx255323351,27,4.7,12.326356,76.619103,12.376356,76.669103,2022-03-03,18:15:00,18:25:00,Stormy,Medium ,motorcycle ,Urban ,110,Books,600
12120,fiht579912058,37,4.9,17.426228,78.407495,17.466228,78.447495,2022-03-30,15:50:00,16:05:00,Stormy,Medium ,motorcycle ,Metropolitian ,26,Grocery,900
12121,mdpj760536511,30,4.5,22.753839,75.897429,22.813838,75.957429,2022-03-15,19:50:00,20:00:00,Cloudy,Jam ,motorcycle ,Metropolitian ,150,Home,600
12122,czum639040302,39,4.4,23.359194,85.325447,23.449194,85.415447,2022-03-27,19:55:00,20:05:00,Windy,Jam ,motorcycle ,Metropolitian ,270,Home,600
12123,wnrj889103407,35,4.7,0.0,0.0,0.07,0.07,2022-03-06,22:45:00,22:55:00,Cloudy,Low ,motorcycle ,Metropolitian ,210,Sports,600
12124,jtzh383043376,34,4.8,0.0,0.0,0.02,0.02,2022-03-11,08:35:00,08:45:00,Sandstorms,Low ,motorcycle ,Metropolitian ,145,Snacks,600
12125,rnxp145157927,25,5.0,22.695207,75.866059,22.825207,75.996059,2022-03-02,22:00:00,22:15:00,Fog,Jam ,scooter ,Metropolitian ,170,Jewelry,900
12126,snzz745448867,35,4.3,12.972161,77.596014,13.012161,77.636014,2022-03-26,15:10:00,15:20:00,Sandstorms,Medium ,scooter ,Urban ,170,Snacks,600
12127,eixw830518154,26,4.7,19.103249,72.846749,19.113249,72.856749,2022-03-11,09:20:00,09:30:00,Stormy,Low ,motorcycle ,Urban ,90,Pet Supplies,600
12128,rgst922171482,31,4.4,0.0,0.0,0.01,0.01,2022-02-11,10:35:00,10:45:00,Sandstorms,Low ,motorcycle ,Metropolitian ,150,Apparel,600
12129,xhqd913028781,37,4.4,22.725748,75.898497,22.795748,75.968497,2022-03-06,21:35:00,21:40:00,Stormy,Jam ,scooter ,Metropolitian ,205,Home,300
12130,audd257883604,22,4.6,22.728163,75.884212,22.858163,76.014212,2022-03-08,17:55:00,18:10:00,Sandstorms,Medium ,motorcycle ,Urban ,31,Grocery,900
12131,tdga075081820,28,4.7,12.311072,76.654878,12.371072,76.714878,2022-03-24,17:20:00,17:30:00,Stormy,Medium ,motorcycle ,Urban ,10,Grocery,600
12132,uoys094933749,39,4.8,12.975377,77.696664,13.065377,77.786664,2022-03-31,18:30:00,18:45:00,Fog,Medium ,motorcycle ,Metropolitian ,190,Outdoors,900
12133,namx460873858,35,4.8,18.536562,73.896485,18.606562,73.966485,2022-03-31,22:40:00,22:50:00,Windy,Low ,van,Metropolitian ,110,Shoes,600
12134,wsoy315138479,36,4.6,26.849596,75.800512,26.889596,75.840512,2022-03-05,14:50:00,15:05:00,Sunny,High ,scooter ,Metropolitian ,115,Snacks,900
12135,gkmx836543920,22,4.5,18.520016,73.830547,18.540016,73.850547,2022-03-13,09:50:00,10:05:00,Fog,Low ,motorcycle ,Metropolitian ,120,Clothing,900
12136,odwf185820234,30,4.8,12.970221,77.645396,13.050221,77.725396,2022-04-02,18:50:00,19:00:00,Cloudy,Medium ,scooter ,Metropolitian ,195,Skincare,600
12137,tahp461796199,28,4.6,22.311844,73.165081,22.441844,73.295081,2022-04-02,23:25:00,23:30:00,Fog,Low ,motorcycle ,Urban ,120,Kitchen,300
12138,zzkc511287293,24,4.9,21.186884,72.793616,21.246884,72.853616,2022-03-11,19:25:00,19:40:00,Fog,Jam ,motorcycle ,Metropolitian ,27,Grocery,900
12139,elzf528716619,30,5.0,12.323194,76.630583,12.393194,76.700583,2022-03-14,22:25:00,22:35:00,Fog,Low ,motorcycle ,Other,185,Cosmetics,600
12140,blxs548577834,39,4.8,19.207222,72.972281,19.227222,72.992281,2022-03-07,08:35:00,08:50:00,Sandstorms,Low ,motorcycle ,Metropolitian ,115,Cosmetics,900
12141,itys524438980,39,4.7,11.003669,76.976494,11.043669,77.016494,2022-03-09,14:55:00,15:00:00,Stormy,High ,motorcycle ,Metropolitian ,135,Home,300
12142,qgrc440526809,32,4.8,12.323194,76.630583,12.453194,76.760583,2022-03-27,22:00:00,22:10:00,Fog,Jam ,motorcycle ,Metropolitian ,220,Kitchen,600
12143,xvxg095649498,34,5.0,18.55144,73.804855,18.58144,73.834855,2022-03-15,19:10:00,19:20:00,Windy,Jam ,motorcycle ,Metropolitian ,140,Clothing,600
12144,iatl507252264,36,3.5,22.751857,75.866699,22.831857,75.946699,2022-04-04,20:40:00,20:45:00,Stormy,Jam ,motorcycle ,Metropolitian ,200,Home,300
12145,fena249089182,20,4.6,22.307898,73.167788,22.387898,73.247788,2022-03-25,20:25:00,20:35:00,Stormy,Jam ,scooter ,Metropolitian ,145,Outdoors,600
12146,txll588574407,33,4.6,0.0,0.0,0.04,0.04,2022-02-11,15:30:00,15:40:00,Sunny,Medium ,motorcycle ,Metropolitian ,105,Shoes,600
12147,syll822552181,28,4.5,0.0,0.0,0.11,0.11,2022-02-12,23:55:00,00:00:00,Cloudy,Low ,scooter ,Urban ,135,Books,300
12148,wdns745916411,37,4.7,17.45971,78.368855,17.56971,78.478855,2022-03-04,23:45:00,23:50:00,Windy,Low ,motorcycle ,Metropolitian ,100,Apparel,300
12149,uvxk945339489,33,4.7,19.121999,72.908493,19.151999,72.938493,2022-04-03,21:35:00,21:45:00,Sandstorms,Jam ,scooter ,Urban ,135,Jewelry,600
12150,giqi998337744,35,4.6,17.431477,78.40035,17.541477,78.51035,2022-03-27,22:20:00,22:25:00,Stormy,Low ,scooter ,Metropolitian ,115,Shoes,300
12151,rfiw085381803,33,4.8,22.75004,75.902847,22.77004,75.922847,2022-03-03,11:15:00,11:25:00,Sandstorms,High ,motorcycle ,Metropolitian ,225,Clothing,600
12152,lryj343665501,38,4.7,25.449659,81.839744,25.479659,81.869744,2022-02-13,18:10:00,18:15:00,Windy,Medium ,motorcycle ,Metropolitian ,135,Sports,300
12153,dqwe078465386,33,4.5,22.538731,88.364878,22.558731,88.384878,2022-02-17,09:15:00,09:25:00,Cloudy,Low ,motorcycle ,Urban ,75,Sports,600
12154,pitn594451699,28,4.4,26.846156,75.8023,26.926156,75.8823,2022-03-02,19:35:00,19:45:00,Cloudy,Jam ,motorcycle ,Metropolitian ,155,Cosmetics,600
12155,qbld222239343,22,4.6,23.359407,85.325055,23.379407,85.345055,2022-03-11,10:20:00,10:25:00,Sandstorms,Low ,scooter ,Metropolitian ,80,Kitchen,300
12156,qtbo596908299,28,4.9,23.369746,85.33982,23.429746,85.39982,2022-03-13,00:00:00,00:10:00,Windy,Low ,scooter ,Metropolitian ,75,Jewelry,600
12157,uuxm902583995,31,4.8,19.879631,75.323403,20.009631,75.453403,2022-02-12,19:15:00,19:30:00,Fog,Jam ,motorcycle ,Metropolitian ,260,Shoes,900
12158,vsws037218159,39,4.1,23.39925,85.390464,23.50925,85.500464,2022-04-04,20:35:00,20:45:00,Cloudy,Jam ,motorcycle ,Semi-Urban ,240,Home,600
12159,gipw566183932,34,4.6,26.911378,75.789034,26.991378,75.869034,2022-04-06,23:15:00,23:20:00,Sandstorms,Low ,motorcycle ,Metropolitian ,140,Skincare,300
12160,gqcv760914588,24,4.7,15.576683,73.75575,15.626683,73.80575,2022-02-13,18:25:00,18:35:00,Sunny,Medium ,scooter ,Metropolitian ,75,Outdoors,600
12161,ammf094087648,31,4.4,17.428294,78.404423,17.518294,78.494423,2022-03-25,21:00:00,21:05:00,Windy,Jam ,motorcycle ,Metropolitian ,175,Sports,300
12162,pyqp519612249,26,4.8,15.556561,73.763633,15.686561,73.893633,2022-02-12,18:45:00,18:55:00,Sunny,Medium ,scooter ,Metropolitian ,55,Electronics,600
12163,wqyf818035750,34,4.9,13.081878,80.248519,13.211878,80.378519,2022-03-12,18:40:00,18:50:00,Stormy,Medium ,scooter ,Metropolitian ,115,Books,600
12164,rrmw152330332,38,4.5,17.430448,78.418213,17.560448,78.548213,2022-03-04,21:15:00,21:30:00,Sandstorms,Jam ,van,Metropolitian ,180,Kitchen,900
12165,kjde590343300,30,4.6,11.021278,76.995017,11.051278,77.025017,2022-04-05,18:40:00,18:55:00,Sunny,Medium ,motorcycle ,Metropolitian ,110,Jewelry,900
12166,dxuo237365902,34,4.8,12.323994,76.626167,12.433994,76.736167,2022-03-10,18:00:00,18:10:00,Stormy,Medium ,van,Urban ,100,Clothing,600
12167,yttk283365482,28,4.5,25.45235,81.841889,25.46235,81.851889,2022-02-13,10:15:00,10:25:00,Sandstorms,Low ,motorcycle ,Metropolitian ,100,Home,600
12168,hupi460315101,39,4.9,22.74806,75.8934,22.82806,75.9734,2022-03-29,23:10:00,23:15:00,Sandstorms,Low ,motorcycle ,Urban ,90,Sports,300
12169,kjyj060164987,23,5.0,12.933298,77.614293,13.003298,77.684293,2022-03-02,18:30:00,18:35:00,Windy,Medium ,scooter ,Urban ,90,Snacks,300
12170,hcqb165161069,25,4.8,0.0,0.0,0.04,0.04,2022-02-11,15:50:00,15:55:00,Sunny,Medium ,motorcycle ,Urban ,50,Sports,300
12171,zhhb987088959,37,5.0,19.12663,72.829976,19.16663,72.869976,2022-04-05,12:35:00,12:45:00,Stormy,High ,motorcycle ,Metropolitian ,145,Toys,600
12172,gvjp426926279,24,4.7,21.186438,72.794115,21.206438,72.814115,2022-03-30,11:10:00,11:25:00,Fog,High ,scooter ,Urban ,105,Clothing,900
12173,fnwm852694258,27,4.3,12.933284,77.615428,12.973284,77.655428,2022-03-15,13:50:00,14:05:00,Sunny,High ,motorcycle ,Metropolitian ,45,Grocery,900
12174,lgjb077924993,26,4.7,23.359033,85.325347,23.429033,85.395347,2022-03-20,18:00:00,18:10:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,140,Clothing,600
12175,xlde601400142,20,4.9,22.732225,75.874765,22.742225,75.884765,2022-04-05,11:00:00,11:05:00,Sunny,Low ,scooter ,Urban ,80,Books,300
12176,sywr923060897,29,4.9,18.593481,73.785901,18.613481,73.805901,2022-03-24,09:15:00,09:25:00,Cloudy,Low ,scooter ,Urban ,70,Books,600
12177,qynz507066093,38,4.6,15.506205,73.766668,15.586205,73.846668,2022-02-18,23:25:00,23:35:00,Stormy,Low ,motorcycle ,Metropolitian ,110,Kitchen,600
12178,eocr534144426,28,4.6,12.310972,76.659264,12.340972,76.689264,2022-03-03,19:15:00,19:30:00,Windy,Jam ,scooter ,Metropolitian ,75,Books,900
12179,kpqb533907064,27,4.4,12.935662,77.61413,13.015662,77.69413,2022-04-02,21:20:00,21:35:00,Windy,Jam ,motorcycle ,Metropolitian ,170,Shoes,900
12180,vgwg531107192,35,4.8,12.3085,76.665808,12.3585,76.715808,2022-03-24,17:45:00,17:50:00,Stormy,Medium ,scooter ,Metropolitian ,145,Books,300
12181,yzlk234078319,33,4.0,26.482581,80.315628,26.542581,80.375628,2022-02-15,19:50:00,19:55:00,Sandstorms,Jam ,scooter ,Metropolitian ,170,Outdoors,300
12182,vrxs129032378,37,4.9,18.51421,73.838429,18.57421,73.898429,2022-03-28,19:55:00,20:05:00,Windy,Jam ,motorcycle ,Metropolitian ,150,Toys,600
12183,xoms966207531,29,4.8,11.003669,76.976494,11.053669,77.026494,2022-03-26,23:45:00,23:55:00,Cloudy,Low ,motorcycle ,Metropolitian ,95,Cosmetics,600
12184,hctm301086051,30,3.7,17.428294,78.404423,17.498294,78.474423,2022-03-23,19:55:00,20:10:00,Windy,Jam ,scooter ,Metropolitian ,220,Pet Supplies,900
12185,qvtx784789937,29,4.9,21.170798,72.790489,21.280798,72.900489,2022-03-31,18:30:00,18:35:00,Windy,Medium ,van,Metropolitian ,120,Toys,300
12186,iirf949372294,34,5.0,12.3085,76.665808,12.4385,76.795808,2022-03-02,23:25:00,23:35:00,Windy,Low ,motorcycle ,Metropolitian ,130,Kitchen,600
12187,uvpz110555099,24,4.7,25.451517,81.832616,25.581517,81.962616,2022-02-12,19:35:00,19:40:00,Sunny,Jam ,motorcycle ,Metropolitian ,140,Skincare,300
12188,mjcm920387397,36,4.6,26.956431,75.776649,27.066431,75.886649,2022-03-06,22:45:00,22:55:00,Cloudy,Low ,motorcycle ,Metropolitian ,215,Jewelry,600
12189,aqsf173799659,28,4.6,13.005801,80.250744,13.045801,80.290744,2022-03-17,12:30:00,12:35:00,Windy,High ,scooter ,Metropolitian ,29,Grocery,300
12190,mmxb478917861,22,4.7,22.745049,75.892471,22.765049,75.912471,2022-03-07,08:50:00,09:00:00,Windy,Low ,motorcycle ,Metropolitian ,15,Grocery,600
12191,ywyx417531078,29,4.8,21.157735,72.768778,21.167735,72.778778,2022-03-05,08:35:00,08:50:00,Fog,Low ,motorcycle ,Urban ,115,Cosmetics,900
12192,tzrv730998016,25,4.6,21.186884,72.793616,21.246884,72.853616,2022-03-03,23:20:00,23:25:00,Cloudy,Low ,scooter ,Metropolitian ,75,Pet Supplies,300
12193,ttqe670182855,38,4.6,18.516216,73.842527,18.646216,73.972527,2022-03-27,21:45:00,21:55:00,Cloudy,Jam ,motorcycle ,Metropolitian ,200,Sports,600
12194,mumt852722901,35,4.8,23.374878,85.335739,23.464878,85.425739,2022-03-31,21:40:00,21:55:00,Sandstorms,Jam ,van,Urban ,135,Skincare,900
12195,zong728467194,27,4.6,0.0,0.0,0.06,0.06,2022-02-17,21:15:00,21:25:00,Stormy,Jam ,motorcycle ,Metropolitian ,120,Outdoors,600
12196,obdv091777815,30,5.0,12.352058,76.60665,12.382058,76.63665,2022-04-01,20:15:00,20:30:00,Windy,Jam ,motorcycle ,Metropolitian ,27,Grocery,900
12197,ghiq137933813,31,4.4,0.0,0.0,0.03,0.03,2022-02-13,23:25:00,23:30:00,Sandstorms,Low ,motorcycle ,Metropolitian ,125,Skincare,300
12198,kwxj823301606,27,4.9,26.956431,75.776649,26.966431,75.786649,2022-03-19,11:15:00,11:20:00,Sandstorms,High ,scooter ,Urban ,100,Cosmetics,300
12199,dvac985667597,36,4.9,17.410371,78.437225,17.460371,78.487225,2022-03-24,21:50:00,21:55:00,Sunny,Jam ,motorcycle ,Urban ,135,Jewelry,300
12200,uptc887921267,36,4.8,23.351489,85.324253,23.461489,85.434253,2022-04-04,20:45:00,20:55:00,Sunny,Jam ,scooter ,Metropolitian ,145,Electronics,600
12201,igsy265409571,26,4.9,12.3085,76.665808,12.3785,76.735808,2022-03-25,19:20:00,19:30:00,Windy,Jam ,van,Metropolitian ,95,Cosmetics,600
12202,upiu262767162,33,4.3,13.02978,80.208812,13.04978,80.228812,2022-03-21,11:30:00,11:45:00,Sandstorms,High ,motorcycle ,Metropolitian ,195,Toys,900
12203,ophn914788375,36,4.2,11.025083,77.015393,11.045083,77.035393,2022-03-21,11:40:00,11:50:00,Fog,High ,motorcycle ,Metropolitian ,155,Jewelry,600
12204,tkci794899222,23,5.0,23.355164,85.324097,23.405164,85.374097,2022-03-19,17:20:00,17:25:00,Windy,Medium ,motorcycle ,Metropolitian ,130,Snacks,300
12205,psaf098461728,30,4.8,18.516216,73.842527,18.526216,73.852527,2022-03-03,11:10:00,11:25:00,Windy,High ,motorcycle ,Metropolitian ,135,Cosmetics,900
12206,vood989659471,29,4.7,19.091458,72.827808,19.171458,72.907808,2022-03-31,19:55:00,20:05:00,Sunny,Jam ,scooter ,Metropolitian ,60,Sports,600
12207,befo721902173,23,4.5,18.546258,73.904337,18.576258,73.934337,2022-03-30,23:50:00,23:55:00,Fog,Low ,motorcycle ,Urban ,90,Kitchen,300
12208,jdrr936196279,39,4.4,22.515082,88.36783,22.595082,88.44783,2022-02-14,17:40:00,17:50:00,Fog,Medium ,scooter ,Metropolitian ,220,Pet Supplies,600
12209,cmrv917659720,26,4.6,17.433809,78.386744,17.443809,78.396744,2022-03-21,10:00:00,10:15:00,Cloudy,Low ,scooter ,Urban ,60,Home,900
12210,nwev228101789,28,5.0,22.725748,75.898497,22.755747,75.928497,2022-03-17,17:15:00,17:30:00,Fog,Medium ,motorcycle ,Metropolitian ,80,Outdoors,900
12211,aiap099749175,30,4.9,11.003008,76.97544,11.023008,76.99544,2022-03-07,09:50:00,09:55:00,Stormy,Low ,scooter ,Metropolitian ,24,Grocery,300
12212,czgq227831202,28,4.0,26.892312,75.806896,26.962312,75.876896,2022-03-02,17:35:00,17:40:00,Cloudy,Medium ,motorcycle ,Metropolitian ,190,Jewelry,300
12213,azae080126791,24,4.6,13.026279,80.174568,13.076279,80.224568,2022-04-03,21:35:00,21:45:00,Stormy,Jam ,scooter ,Metropolitian ,85,Shoes,600
12214,bvfl435139681,37,4.4,19.131141,72.813074,19.19114,72.873074,2022-03-05,19:25:00,19:30:00,Fog,Jam ,motorcycle ,Metropolitian ,170,Electronics,300
12215,txje689423510,22,4.4,23.351489,85.324253,23.421489,85.394253,2022-03-08,17:10:00,17:25:00,Cloudy,Medium ,scooter ,Metropolitian ,180,Home,900
12216,ndle064416736,37,4.2,23.359407,85.325055,23.489407,85.455055,2022-04-06,18:40:00,18:50:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,175,Cosmetics,600
12217,wqgo018872631,20,4.8,23.359407,85.325055,23.439407,85.405055,2022-03-14,21:15:00,21:20:00,Sunny,Jam ,motorcycle ,Metropolitian ,18,Grocery,300
12218,wbqw571597256,22,5.0,22.761226,75.887522,22.821226,75.947522,2022-03-26,20:50:00,21:00:00,Sandstorms,Jam ,motorcycle ,Other,75,Kitchen,600
12219,nmdl933373759,31,5.0,26.90294,75.793007,26.93294,75.823007,2022-03-01,17:35:00,17:50:00,Windy,Medium ,scooter ,Metropolitian ,32,Grocery,900
12220,fkzb155056461,38,4.9,21.157729,72.768726,21.247729,72.858726,2022-03-10,22:20:00,22:25:00,Windy,Low ,scooter ,Urban ,115,Pet Supplies,300
12221,fsrx072596750,35,5.0,26.849596,75.800512,26.909596,75.860512,2022-04-03,17:35:00,17:50:00,Sunny,Medium ,scooter ,Urban ,85,Sports,900
12222,sief814671616,22,5.0,22.74806,75.8934,22.77806,75.9234,2022-03-01,23:55:00,00:10:00,Stormy,Low ,scooter ,Urban ,75,Toys,900
12223,wkgi700954840,38,4.6,22.695207,75.866059,22.725207,75.896059,2022-03-05,23:10:00,23:25:00,Cloudy,Low ,van,Urban ,80,Sports,900
12224,udeo949829204,30,4.8,22.745049,75.892471,22.815049,75.962471,2022-03-25,22:45:00,23:00:00,Fog,Low ,van,Metropolitian ,145,Pet Supplies,900
12225,sizo536591008,26,4.4,19.131141,72.813074,19.21114,72.893074,2022-03-16,20:55:00,21:00:00,Stormy,Jam ,motorcycle ,Metropolitian ,170,Snacks,300
